Industries,Year,Month,Province,Sales (Millions)
Food and beverage store,2022,2,Alberta,57.62
Motor vehicle and parts dealers,2013,1,Alberta,83.282
Motor vehicle and parts dealers,2013,11,Alberta,91.869
Motor vehicle and parts dealers,2013,12,Alberta,87.104
Motor vehicle and parts dealers,2014,11,Alberta,97.496
Motor vehicle and parts dealers,2014,12,Alberta,96.721
Motor vehicle and parts dealers,2015,10,Alberta,100.61
Motor vehicle and parts dealers,2013,2,Alberta,47.562
Motor vehicle and parts dealers,2013,4,Alberta,66.229
Motor vehicle and parts dealers,2013,5,Alberta,65.783
Motor vehicle and parts dealers,2013,6,Alberta,62.863
Motor vehicle and parts dealers,2013,11,Alberta,70.067
Motor vehicle and parts dealers,2014,1,Alberta,65.856
Motor vehicle and parts dealers,2014,4,Alberta,78.743
Motor vehicle and parts dealers,2014,7,Alberta,84.472
Motor vehicle and parts dealers,2015,11,Alberta,100.997
Motor vehicle and parts dealers,2016,6,Alberta,118.775
Motor vehicle and parts dealers,2021,8,Alberta,142.782
Motor vehicle and parts dealers,2014,2,British Columbia,49.789
Motor vehicle and parts dealers,2015,12,British Columbia,56.875
Food and beverage store,2019,6,British Columbia,90.622
Food and beverage store,2019,7,British Columbia,88.402
Food and beverage store,2019,8,British Columbia,82.994
Food and beverage store,2019,9,British Columbia,80.618
Food and beverage store,2019,10,British Columbia,82.444
Food and beverage store,2019,12,British Columbia,115.042
Food and beverage store,2020,3,British Columbia,92.762
Food and beverage store,2020,4,British Columbia,83.991
Food and beverage store,2020,5,British Columbia,93.572
Food and beverage store,2020,10,British Columbia,110.728
Food and beverage store,2021,4,British Columbia,107.781
Food and beverage store,2021,10,British Columbia,100.97
Motor vehicle and parts dealers,2013,6,British Columbia,46.806
Motor vehicle and parts dealers,2013,2,Ontario,67.191
Motor vehicle and parts dealers,2015,10,Ontario,162.782
Motor vehicle and parts dealers,2016,6,Ontario,277.874
Motor vehicle and parts dealers,2016,7,Ontario,242.979
Motor vehicle and parts dealers,2017,1,Ontario,95.165
Motor vehicle and parts dealers,2020,5,Ontario,352.382
Motor vehicle and parts dealers,2015,12,Alberta,
Clothing and clothing accessories stores,2020,4,British Columbia,
Food and beverage store,2020,6,British Columbia,
Food and beverage store,2020,7,British Columbia,
Food and beverage store,2020,8,British Columbia,
Food and beverage store,2020,9,British Columbia,
Food and beverage store,2020,11,British Columbia,
Food and beverage store,2021,12,British Columbia,
Motor vehicle and parts dealers,2013,1,Ontario,
Motor vehicle and parts dealers,2014,10,Ontario,
Motor vehicle and parts dealers,2015,11,Ontario,
General merchandise stores,2017,5,British Columbia,
General merchandise stores,2017,6,British Columbia,
General merchandise stores,2017,7,British Columbia,
General merchandise stores,2017,8,British Columbia,
General merchandise stores,2017,9,British Columbia,
General merchandise stores,2017,10,British Columbia,
General merchandise stores,2017,11,British Columbia,
General merchandise stores,2017,12,British Columbia,
General merchandise stores,2018,1,British Columbia,
General merchandise stores,2018,2,British Columbia,
General merchandise stores,2018,3,British Columbia,
General merchandise stores,2018,4,British Columbia,
General merchandise stores,2018,5,British Columbia,
General merchandise stores,2018,6,British Columbia,
General merchandise stores,2018,7,British Columbia,
General merchandise stores,2018,8,British Columbia,
General merchandise stores,2018,9,British Columbia,
General merchandise stores,2018,10,British Columbia,
General merchandise stores,2018,11,British Columbia,
General merchandise stores,2018,12,British Columbia,
General merchandise stores,2019,1,British Columbia,
General merchandise stores,2019,2,British Columbia,
General merchandise stores,2019,3,British Columbia,
General merchandise stores,2019,4,British Columbia,
General merchandise stores,2019,5,British Columbia,
General merchandise stores,2019,6,British Columbia,
General merchandise stores,2019,7,British Columbia,
General merchandise stores,2019,8,British Columbia,
General merchandise stores,2019,9,British Columbia,
General merchandise stores,2019,10,British Columbia,
General merchandise stores,2019,11,British Columbia,
General merchandise stores,2019,12,British Columbia,
General merchandise stores,2020,1,British Columbia,
General merchandise stores,2020,2,British Columbia,
General merchandise stores,2020,3,British Columbia,
General merchandise stores,2020,4,British Columbia,
General merchandise stores,2020,5,British Columbia,
General merchandise stores,2020,6,British Columbia,
General merchandise stores,2020,7,British Columbia,
General merchandise stores,2020,8,British Columbia,
General merchandise stores,2020,9,British Columbia,
General merchandise stores,2020,10,British Columbia,
General merchandise stores,2020,11,British Columbia,
General merchandise stores,2020,12,British Columbia,
General merchandise stores,2021,1,British Columbia,
General merchandise stores,2021,2,British Columbia,
General merchandise stores,2021,3,British Columbia,
General merchandise stores,2021,4,British Columbia,
General merchandise stores,2021,5,British Columbia,
General merchandise stores,2021,6,British Columbia,
General merchandise stores,2021,7,British Columbia,
General merchandise stores,2021,8,British Columbia,
General merchandise stores,2021,9,British Columbia,
General merchandise stores,2021,10,British Columbia,
General merchandise stores,2021,11,British Columbia,
General merchandise stores,2021,12,British Columbia,
General merchandise stores,2022,1,British Columbia,
General merchandise stores,2022,2,British Columbia,
General merchandise stores,2022,3,British Columbia,
General merchandise stores,2022,4,British Columbia,
General merchandise stores,2022,5,British Columbia,
General merchandise stores,2022,6,British Columbia,
General merchandise stores,2022,7,British Columbia,
General merchandise stores,2022,8,British Columbia,
General merchandise stores,2022,9,British Columbia,
General merchandise stores,2022,10,British Columbia,
General merchandise stores,2022,11,British Columbia,
General merchandise stores,2022,12,British Columbia,
Miscellaneous store retailers,2018,7,British Columbia,202.406
Miscellaneous store retailers,2018,8,British Columbia,218.16
Miscellaneous store retailers,2018,10,British Columbia,202.032
Miscellaneous store retailers,2018,11,British Columbia,198.195
Miscellaneous store retailers,2018,12,British Columbia,237.944
Miscellaneous store retailers,2019,1,British Columbia,180.016
Miscellaneous store retailers,2019,2,British Columbia,170.036
Miscellaneous store retailers,2019,3,British Columbia,196.985
Miscellaneous store retailers,2019,5,British Columbia,215.377
Miscellaneous store retailers,2019,6,British Columbia,230.528
Miscellaneous store retailers,2019,7,British Columbia,225.39
Miscellaneous store retailers,2019,9,British Columbia,245.967
Miscellaneous store retailers,2020,2,British Columbia,205.442
Miscellaneous store retailers,2020,7,British Columbia,251.899
Miscellaneous store retailers,2020,9,British Columbia,296.043
Miscellaneous store retailers,2020,10,British Columbia,281.291
Miscellaneous store retailers,2021,1,British Columbia,278.998
Miscellaneous store retailers,2021,2,British Columbia,277.736
Miscellaneous store retailers,2021,3,British Columbia,303.075
Miscellaneous store retailers,2021,4,British Columbia,277.717
Miscellaneous store retailers,2021,5,British Columbia,304.57
Miscellaneous store retailers,2021,9,British Columbia,342.564
Miscellaneous store retailers,2021,10,British Columbia,322.082
Miscellaneous store retailers,2021,11,British Columbia,310.802
Miscellaneous store retailers,2021,12,British Columbia,362.478
Miscellaneous store retailers,2022,1,British Columbia,305.051
Miscellaneous store retailers,2022,2,British Columbia,269.775
Miscellaneous store retailers,2022,3,British Columbia,334.72
Miscellaneous store retailers,2022,4,British Columbia,328.165
Miscellaneous store retailers,2022,5,British Columbia,332.84
Miscellaneous store retailers,2022,6,British Columbia,355.011
Miscellaneous store retailers,2022,7,British Columbia,343.034
Miscellaneous store retailers,2022,8,British Columbia,354.667
Miscellaneous store retailers,2022,9,British Columbia,374.188
Miscellaneous store retailers,2022,10,British Columbia,321.394
Miscellaneous store retailers,2022,11,British Columbia,345.494
Motor vehicle and parts dealers,2016,12,British Columbia,1415.85
Motor vehicle and parts dealers,2017,3,British Columbia,1733.791
Motor vehicle and parts dealers,2017,5,British Columbia,1989.11
Motor vehicle and parts dealers,2017,6,British Columbia,1968.235
Motor vehicle and parts dealers,2020,10,British Columbia,1997.184
Motor vehicle and parts dealers,2020,11,British Columbia,1678.119
Motor vehicle and parts dealers,2022,1,British Columbia,1662.553
Motor vehicle and parts dealers,2022,2,British Columbia,1635.834
Motor vehicle and parts dealers,2022,3,British Columbia,1985.948
Motor vehicle and parts dealers,2022,4,British Columbia,1980.476
Motor vehicle and parts dealers,2022,5,British Columbia,1978.68
Motor vehicle and parts dealers,2022,6,British Columbia,2062.707
Motor vehicle and parts dealers,2022,7,British Columbia,1925.261
Motor vehicle and parts dealers,2022,8,British Columbia,2216.39
Motor vehicle and parts dealers,2022,9,British Columbia,1764.624
Motor vehicle and parts dealers,2022,10,British Columbia,1757.968
Motor vehicle and parts dealers,2022,11,British Columbia,1872.756
Motor vehicle and parts dealers,2022,12,British Columbia,1594.179
Motor vehicle and parts dealers,2016,12,British Columbia,1153.165
Motor vehicle and parts dealers,2017,3,British Columbia,1418.969
Motor vehicle and parts dealers,2017,6,British Columbia,1525.329
Motor vehicle and parts dealers,2018,5,British Columbia,1620.228
Motor vehicle and parts dealers,2020,8,British Columbia,1264.097
Motor vehicle and parts dealers,2020,10,British Columbia,1495.6
Motor vehicle and parts dealers,2020,11,British Columbia,1256.326
Motor vehicle and parts dealers,2021,3,British Columbia,1557.971
Motor vehicle and parts dealers,2021,5,British Columbia,1611.878
Motor vehicle and parts dealers,2021,10,British Columbia,1434.45
Motor vehicle and parts dealers,2021,11,British Columbia,1336.111
Motor vehicle and parts dealers,2021,12,British Columbia,1257.065
Motor vehicle and parts dealers,2022,1,British Columbia,1267.918
Motor vehicle and parts dealers,2022,2,British Columbia,1269.738
Motor vehicle and parts dealers,2022,3,British Columbia,1527.826
Motor vehicle and parts dealers,2022,4,British Columbia,1438.28
Motor vehicle and parts dealers,2022,5,British Columbia,1473.616
Motor vehicle and parts dealers,2022,6,British Columbia,1518.622
Motor vehicle and parts dealers,2022,8,British Columbia,1664.187
Motor vehicle and parts dealers,2022,10,British Columbia,1304.077
Motor vehicle and parts dealers,2022,11,British Columbia,1381.59
Motor vehicle and parts dealers,2022,12,British Columbia,1237.391
Motor vehicle and parts dealers,2013,1,British Columbia,34.626
Motor vehicle and parts dealers,2013,2,British Columbia,40.234
Motor vehicle and parts dealers,2015,4,British Columbia,104.438
Motor vehicle and parts dealers,2015,10,British Columbia,86.097
Motor vehicle and parts dealers,2017,2,British Columbia,69.33
Motor vehicle and parts dealers,2017,3,British Columbia,111.973
Motor vehicle and parts dealers,2017,7,British Columbia,133.798
Motor vehicle and parts dealers,2017,10,British Columbia,113.141
Motor vehicle and parts dealers,2017,11,British Columbia,91.716
Motor vehicle and parts dealers,2018,1,British Columbia,72.307
Motor vehicle and parts dealers,2018,2,British Columbia,86.061
Motor vehicle and parts dealers,2018,4,British Columbia,163.711
Motor vehicle and parts dealers,2018,5,British Columbia,183.89
Motor vehicle and parts dealers,2018,6,British Columbia,192.741
Motor vehicle and parts dealers,2018,9,British Columbia,103.423
Motor vehicle and parts dealers,2018,10,British Columbia,115.737
Motor vehicle and parts dealers,2018,11,British Columbia,102.899
Motor vehicle and parts dealers,2018,12,British Columbia,76.194
Motor vehicle and parts dealers,2019,1,British Columbia,86.509
Motor vehicle and parts dealers,2019,2,British Columbia,87.046
Motor vehicle and parts dealers,2019,3,British Columbia,151.389
Motor vehicle and parts dealers,2019,4,British Columbia,156.495
Motor vehicle and parts dealers,2019,9,British Columbia,113.125
Motor vehicle and parts dealers,2019,10,British Columbia,121.726
Motor vehicle and parts dealers,2019,11,British Columbia,110.447
Motor vehicle and parts dealers,2020,1,British Columbia,68.079
Motor vehicle and parts dealers,2020,2,British Columbia,96.112
Motor vehicle and parts dealers,2020,3,British Columbia,113.292
Motor vehicle and parts dealers,2020,5,British Columbia,204.544
Motor vehicle and parts dealers,2020,6,British Columbia,195.673
Motor vehicle and parts dealers,2020,9,British Columbia,170.48
Motor vehicle and parts dealers,2020,10,British Columbia,139.603
Motor vehicle and parts dealers,2020,11,British Columbia,113.123
Motor vehicle and parts dealers,2020,12,British Columbia,104.758
Motor vehicle and parts dealers,2021,1,British Columbia,89.632
Motor vehicle and parts dealers,2021,2,British Columbia,113.951
Motor vehicle and parts dealers,2021,3,British Columbia,180.405
Motor vehicle and parts dealers,2021,7,British Columbia,236.105
Motor vehicle and parts dealers,2021,8,British Columbia,169.423
Motor vehicle and parts dealers,2021,9,British Columbia,154.972
Motor vehicle and parts dealers,2021,10,British Columbia,130.44
Motor vehicle and parts dealers,2021,11,British Columbia,121.046
Motor vehicle and parts dealers,2021,12,British Columbia,129.221
Motor vehicle and parts dealers,2022,2,British Columbia,130.951
Motor vehicle and parts dealers,2022,8,British Columbia,200.762
Motor vehicle and parts dealers,2022,9,British Columbia,160.674
Clothing and clothing accessories stores,2013,11,British Columbia,34.964
Clothing and clothing accessories stores,2014,10,British Columbia,37.787
Clothing and clothing accessories stores,2014,11,British Columbia,37.089
Clothing and clothing accessories stores,2021,2,British Columbia,26.852
Clothing and clothing accessories stores,2021,11,British Columbia,42.885
Clothing and clothing accessories stores,2021,12,British Columbia,55.945
Clothing and clothing accessories stores,2022,1,British Columbia,28.6
Clothing and clothing accessories stores,2022,2,British Columbia,30.749
Clothing and clothing accessories stores,2022,3,British Columbia,40.878
Clothing and clothing accessories stores,2022,5,British Columbia,45.519
Clothing and clothing accessories stores,2022,6,British Columbia,48.607
Clothing and clothing accessories stores,2022,9,British Columbia,51.125
Food and beverage store,2013,9,British Columbia,73.61
Food and beverage store,2013,10,British Columbia,75.975
Food and beverage store,2016,8,British Columbia,102.56
Food and beverage store,2016,12,British Columbia,120.091
Food and beverage store,2017,1,British Columbia,77.165
Food and beverage store,2017,2,British Columbia,72.425
Food and beverage store,2017,3,British Columbia,87.709
Food and beverage store,2017,5,British Columbia,87.038
Food and beverage store,2017,6,British Columbia,94.483
Food and beverage store,2017,7,British Columbia,100.85
Food and beverage store,2017,8,British Columbia,94.988
Food and beverage store,2017,9,British Columbia,96.201
Food and beverage store,2017,10,British Columbia,89.628
Food and beverage store,2017,11,British Columbia,85.873
Food and beverage store,2017,12,British Columbia,139.335
Food and beverage store,2018,2,British Columbia,72.861
Food and beverage store,2018,3,British Columbia,79.695
Food and beverage store,2018,5,British Columbia,87.904
Food and beverage store,2018,6,British Columbia,98.977
Food and beverage store,2018,7,British Columbia,106.063
Food and beverage store,2022,4,British Columbia,112.536
"Sporting goods, hobby, book and music stores",2013,1,British Columbia,117.087
"Sporting goods, hobby, book and music stores",2013,3,British Columbia,110.793
"Sporting goods, hobby, book and music stores",2013,4,British Columbia,115.884
"Sporting goods, hobby, book and music stores",2013,5,British Columbia,117.216
"Sporting goods, hobby, book and music stores",2013,6,British Columbia,124.905
"Sporting goods, hobby, book and music stores",2013,7,British Columbia,122.865
"Sporting goods, hobby, book and music stores",2013,8,British Columbia,138.929
"Sporting goods, hobby, book and music stores",2013,9,British Columbia,139.34
"Sporting goods, hobby, book and music stores",2013,10,British Columbia,121.842
"Sporting goods, hobby, book and music stores",2014,3,British Columbia,119.921
"Sporting goods, hobby, book and music stores",2014,4,British Columbia,128.315
"Sporting goods, hobby, book and music stores",2014,5,British Columbia,135.861
"Sporting goods, hobby, book and music stores",2014,6,British Columbia,138.678
"Sporting goods, hobby, book and music stores",2014,7,British Columbia,137.909
"Sporting goods, hobby, book and music stores",2014,8,British Columbia,157.253
"Sporting goods, hobby, book and music stores",2014,9,British Columbia,156.077
"Sporting goods, hobby, book and music stores",2014,10,British Columbia,134.746
"Sporting goods, hobby, book and music stores",2015,3,British Columbia,130.059
"Sporting goods, hobby, book and music stores",2015,4,British Columbia,141.812
"Sporting goods, hobby, book and music stores",2015,5,British Columbia,152.303
"Sporting goods, hobby, book and music stores",2015,6,British Columbia,152.492
"Sporting goods, hobby, book and music stores",2015,7,British Columbia,163.284
"Sporting goods, hobby, book and music stores",2015,8,British Columbia,175.611
"Sporting goods, hobby, book and music stores",2015,9,British Columbia,172.202
"Sporting goods, hobby, book and music stores",2015,10,British Columbia,146.946
"Sporting goods, hobby, book and music stores",2016,3,British Columbia,141.751
"Sporting goods, hobby, book and music stores",2016,4,British Columbia,149.297
"Sporting goods, hobby, book and music stores",2016,5,British Columbia,160.234
"Sporting goods, hobby, book and music stores",2016,6,British Columbia,163.205
"Sporting goods, hobby, book and music stores",2016,7,British Columbia,176.448
"Sporting goods, hobby, book and music stores",2016,8,British Columbia,180.287
"Sporting goods, hobby, book and music stores",2016,9,British Columbia,189.097
"Sporting goods, hobby, book and music stores",2016,10,British Columbia,160.573
"Sporting goods, hobby, book and music stores",2017,7,British Columbia,171.069
"Sporting goods, hobby, book and music stores",2017,10,British Columbia,157.867
"Sporting goods, hobby, book and music stores",2018,4,British Columbia,148.208
"Sporting goods, hobby, book and music stores",2018,6,British Columbia,172.11
"Sporting goods, hobby, book and music stores",2018,7,British Columbia,174.072
"Sporting goods, hobby, book and music stores",2019,12,British Columbia,263.87
"Sporting goods, hobby, book and music stores",2020,2,British Columbia,143.586
"Sporting goods, hobby, book and music stores",2020,8,British Columbia,178.032
"Sporting goods, hobby, book and music stores",2020,12,British Columbia,282.659
"Sporting goods, hobby, book and music stores",2021,2,British Columbia,139.06
"Sporting goods, hobby, book and music stores",2021,3,British Columbia,180.179
"Sporting goods, hobby, book and music stores",2021,8,British Columbia,180.996
"Sporting goods, hobby, book and music stores",2021,11,British Columbia,217.296
"Sporting goods, hobby, book and music stores",2021,12,British Columbia,263.119
"Sporting goods, hobby, book and music stores",2022,1,British Columbia,150.689
"Sporting goods, hobby, book and music stores",2022,2,British Columbia,147.221
"Sporting goods, hobby, book and music stores",2022,3,British Columbia,178.657
"Sporting goods, hobby, book and music stores",2022,4,British Columbia,176.765
"Sporting goods, hobby, book and music stores",2022,7,British Columbia,212.779
"Sporting goods, hobby, book and music stores",2022,8,British Columbia,220.882
"Sporting goods, hobby, book and music stores",2022,9,British Columbia,228.789
"Sporting goods, hobby, book and music stores",2022,11,British Columbia,211.578
Food and beverage store,2020,6,British Columbia,1232.651
Food and beverage store,2020,7,British Columbia,1315.688
Food and beverage store,2020,12,British Columbia,1316.141
Food and beverage store,2021,1,British Columbia,1268.929
Food and beverage store,2021,2,British Columbia,1157.272
Food and beverage store,2022,10,British Columbia,1294.948
Motor vehicle and parts dealers,2017,2,British Columbia,62.942
Motor vehicle and parts dealers,2017,5,British Columbia,87.998
Motor vehicle and parts dealers,2017,6,British Columbia,96.092
Motor vehicle and parts dealers,2017,7,British Columbia,82.804
Motor vehicle and parts dealers,2017,8,British Columbia,88.603
Motor vehicle and parts dealers,2017,9,British Columbia,83.562
Motor vehicle and parts dealers,2018,2,British Columbia,78.062
Motor vehicle and parts dealers,2018,7,British Columbia,93.416
Motor vehicle and parts dealers,2018,8,British Columbia,97.603
Motor vehicle and parts dealers,2018,9,British Columbia,83.994
Motor vehicle and parts dealers,2018,10,British Columbia,102.137
Motor vehicle and parts dealers,2018,11,British Columbia,92.235
Motor vehicle and parts dealers,2018,12,British Columbia,81.444
Motor vehicle and parts dealers,2019,1,British Columbia,96.964
Motor vehicle and parts dealers,2019,2,British Columbia,95.024
Motor vehicle and parts dealers,2019,5,British Columbia,121.845
Motor vehicle and parts dealers,2019,7,British Columbia,115.652
Motor vehicle and parts dealers,2019,8,British Columbia,110.018
Motor vehicle and parts dealers,2019,9,British Columbia,126.002
Motor vehicle and parts dealers,2019,10,British Columbia,99.459
Motor vehicle and parts dealers,2019,11,British Columbia,117.1
Motor vehicle and parts dealers,2020,1,British Columbia,92.922
Motor vehicle and parts dealers,2020,4,British Columbia,51.098
Motor vehicle and parts dealers,2020,6,British Columbia,101.372
Motor vehicle and parts dealers,2020,7,British Columbia,106.22
Motor vehicle and parts dealers,2020,8,British Columbia,121.502
Motor vehicle and parts dealers,2020,9,British Columbia,127.544
Motor vehicle and parts dealers,2020,10,British Columbia,129.002
Motor vehicle and parts dealers,2020,11,British Columbia,114.984
Motor vehicle and parts dealers,2020,12,British Columbia,102.213
Motor vehicle and parts dealers,2021,2,British Columbia,117.728
Motor vehicle and parts dealers,2021,3,British Columbia,177.127
Motor vehicle and parts dealers,2021,5,British Columbia,149.986
Motor vehicle and parts dealers,2021,6,British Columbia,145.681
Motor vehicle and parts dealers,2021,11,British Columbia,139.094
Motor vehicle and parts dealers,2022,7,British Columbia,119.65
Motor vehicle and parts dealers,2022,8,British Columbia,156.362
"Sporting goods, hobby, book and music stores",2013,11,Alberta,192.584
"Sporting goods, hobby, book and music stores",2013,12,Alberta,255.263
"Sporting goods, hobby, book and music stores",2014,2,Alberta,115.606
"Sporting goods, hobby, book and music stores",2014,3,Alberta,134.408
"Sporting goods, hobby, book and music stores",2014,4,Alberta,142.255
"Sporting goods, hobby, book and music stores",2014,5,Alberta,151.946
"Sporting goods, hobby, book and music stores",2014,6,Alberta,147.836
"Sporting goods, hobby, book and music stores",2014,7,Alberta,139.355
"Sporting goods, hobby, book and music stores",2014,8,Alberta,160.636
"Sporting goods, hobby, book and music stores",2014,9,Alberta,163.07
"Sporting goods, hobby, book and music stores",2014,10,Alberta,151.669
"Sporting goods, hobby, book and music stores",2014,11,Alberta,192.211
"Sporting goods, hobby, book and music stores",2014,12,Alberta,271.491
"Sporting goods, hobby, book and music stores",2015,1,Alberta,127.722
"Sporting goods, hobby, book and music stores",2015,2,Alberta,116.174
"Sporting goods, hobby, book and music stores",2015,3,Alberta,135.633
"Sporting goods, hobby, book and music stores",2015,4,Alberta,148.089
"Sporting goods, hobby, book and music stores",2015,5,Alberta,146.626
"Sporting goods, hobby, book and music stores",2015,6,Alberta,150.838
"Sporting goods, hobby, book and music stores",2015,7,Alberta,148.935
"Sporting goods, hobby, book and music stores",2015,8,Alberta,161.649
"Sporting goods, hobby, book and music stores",2015,9,Alberta,157.238
"Sporting goods, hobby, book and music stores",2015,10,Alberta,151.99
"Sporting goods, hobby, book and music stores",2015,11,Alberta,201.993
"Sporting goods, hobby, book and music stores",2015,12,Alberta,275.821
"Sporting goods, hobby, book and music stores",2016,1,Alberta,128.616
"Sporting goods, hobby, book and music stores",2016,2,Alberta,121.942
"Sporting goods, hobby, book and music stores",2016,3,Alberta,153.983
"Sporting goods, hobby, book and music stores",2016,4,Alberta,146.15
"Sporting goods, hobby, book and music stores",2016,5,Alberta,149.523
"Sporting goods, hobby, book and music stores",2016,6,Alberta,142.766
"Sporting goods, hobby, book and music stores",2016,7,Alberta,145.101
"Sporting goods, hobby, book and music stores",2016,8,Alberta,161.314
"Sporting goods, hobby, book and music stores",2016,9,Alberta,156.863
"Sporting goods, hobby, book and music stores",2019,7,Alberta,136.06
"Sporting goods, hobby, book and music stores",2020,1,Alberta,102.483
"Sporting goods, hobby, book and music stores",2020,2,Alberta,100.223
"Sporting goods, hobby, book and music stores",2020,8,Alberta,138.101
"Sporting goods, hobby, book and music stores",2020,9,Alberta,123.965
"Sporting goods, hobby, book and music stores",2020,10,Alberta,138.065
"Sporting goods, hobby, book and music stores",2021,1,Alberta,124.132
"Sporting goods, hobby, book and music stores",2021,2,Alberta,103.339
"Sporting goods, hobby, book and music stores",2021,3,Alberta,127.776
"Sporting goods, hobby, book and music stores",2021,5,Alberta,129.282
"Sporting goods, hobby, book and music stores",2021,6,Alberta,148.179
"Sporting goods, hobby, book and music stores",2021,7,Alberta,145.08
"Sporting goods, hobby, book and music stores",2021,8,Alberta,149.929
"Sporting goods, hobby, book and music stores",2021,9,Alberta,134.935
"Sporting goods, hobby, book and music stores",2021,10,Alberta,144.193
"Sporting goods, hobby, book and music stores",2021,11,Alberta,178.454
"Sporting goods, hobby, book and music stores",2021,12,Alberta,226.699
"Sporting goods, hobby, book and music stores",2022,1,Alberta,110.895
"Sporting goods, hobby, book and music stores",2022,6,Alberta,162.583
"Sporting goods, hobby, book and music stores",2022,10,Alberta,166.199
Food and beverage store,2015,12,Alberta,965.31
Food and beverage store,2016,3,Alberta,875.726
Food and beverage store,2016,4,Alberta,885.59
Food and beverage store,2016,5,Alberta,885.977
Food and beverage store,2016,6,Alberta,888.998
Food and beverage store,2016,7,Alberta,907.534
Food and beverage store,2016,8,Alberta,858.944
Food and beverage store,2016,9,Alberta,872.94
Food and beverage store,2016,10,Alberta,891.515
Food and beverage store,2021,12,Alberta,923.1
Motor vehicle and parts dealers,2017,2,Alberta,86.504
Motor vehicle and parts dealers,2018,1,Alberta,93.935
Motor vehicle and parts dealers,2018,5,Alberta,128.196
Motor vehicle and parts dealers,2018,6,Alberta,109.933
Motor vehicle and parts dealers,2018,7,Alberta,97.735
Motor vehicle and parts dealers,2018,8,Alberta,101.388
Motor vehicle and parts dealers,2018,9,Alberta,106.574
Motor vehicle and parts dealers,2018,10,Alberta,101.311
Motor vehicle and parts dealers,2018,11,Alberta,93.076
Motor vehicle and parts dealers,2018,12,Alberta,79.858
Motor vehicle and parts dealers,2019,1,Alberta,95.74
Motor vehicle and parts dealers,2019,2,Alberta,89.883
Motor vehicle and parts dealers,2019,3,Alberta,100.948
Motor vehicle and parts dealers,2019,4,Alberta,127.274
Motor vehicle and parts dealers,2019,5,Alberta,140.166
Motor vehicle and parts dealers,2019,6,Alberta,140.219
Motor vehicle and parts dealers,2019,7,Alberta,136.646
Motor vehicle and parts dealers,2019,11,Alberta,100.125
Motor vehicle and parts dealers,2019,12,Alberta,80.233
Motor vehicle and parts dealers,2020,1,Alberta,102.935
Motor vehicle and parts dealers,2020,2,Alberta,92.165
Motor vehicle and parts dealers,2020,10,Alberta,159.528
Motor vehicle and parts dealers,2020,11,Alberta,132.342
Motor vehicle and parts dealers,2016,12,British Columbia,1219.454
Motor vehicle and parts dealers,2017,3,British Columbia,1500.642
Motor vehicle and parts dealers,2017,5,British Columbia,1663.569
Motor vehicle and parts dealers,2017,6,British Columbia,1621.421
Motor vehicle and parts dealers,2018,5,British Columbia,1707.873
Motor vehicle and parts dealers,2020,8,British Columbia,1385.599
Motor vehicle and parts dealers,2020,10,British Columbia,1624.602
Motor vehicle and parts dealers,2020,11,British Columbia,1371.31
Motor vehicle and parts dealers,2021,10,British Columbia,1585.737
Motor vehicle and parts dealers,2021,12,British Columbia,1383.754
Motor vehicle and parts dealers,2022,1,British Columbia,1404.214
Motor vehicle and parts dealers,2022,2,British Columbia,1371.635
Motor vehicle and parts dealers,2022,3,British Columbia,1625.854
Motor vehicle and parts dealers,2022,4,British Columbia,1558.334
Motor vehicle and parts dealers,2022,5,British Columbia,1572.396
Motor vehicle and parts dealers,2022,6,British Columbia,1646.668
Motor vehicle and parts dealers,2022,8,British Columbia,1820.549
Motor vehicle and parts dealers,2022,9,British Columbia,1423.139
Motor vehicle and parts dealers,2022,10,British Columbia,1421.607
Motor vehicle and parts dealers,2022,11,British Columbia,1488.272
Motor vehicle and parts dealers,2022,12,British Columbia,1332.573
Motor vehicle and parts dealers,2013,1,British Columbia,85.531
Motor vehicle and parts dealers,2013,2,British Columbia,71.057
Motor vehicle and parts dealers,2013,3,British Columbia,99.125
Motor vehicle and parts dealers,2013,4,British Columbia,123.201
Motor vehicle and parts dealers,2013,5,British Columbia,113.194
Motor vehicle and parts dealers,2013,6,British Columbia,102.813
Motor vehicle and parts dealers,2013,7,British Columbia,111.052
Motor vehicle and parts dealers,2013,8,British Columbia,106.961
Motor vehicle and parts dealers,2013,9,British Columbia,109.773
Motor vehicle and parts dealers,2013,10,British Columbia,154.164
Motor vehicle and parts dealers,2013,11,British Columbia,159.641
Motor vehicle and parts dealers,2013,12,British Columbia,98.251
Motor vehicle and parts dealers,2014,1,British Columbia,86.03
Motor vehicle and parts dealers,2014,2,British Columbia,74.013
Motor vehicle and parts dealers,2014,3,British Columbia,93.628
Motor vehicle and parts dealers,2014,5,British Columbia,118.04
Motor vehicle and parts dealers,2014,6,British Columbia,109.109
Motor vehicle and parts dealers,2014,7,British Columbia,115.87
Motor vehicle and parts dealers,2014,8,British Columbia,108.38
Motor vehicle and parts dealers,2014,9,British Columbia,116.653
Motor vehicle and parts dealers,2014,10,British Columbia,159.824
Motor vehicle and parts dealers,2014,12,British Columbia,105.255
Motor vehicle and parts dealers,2015,3,British Columbia,106.36
Motor vehicle and parts dealers,2015,5,British Columbia,115.486
Motor vehicle and parts dealers,2015,6,British Columbia,117.618
